FACTORY,FTY STATUS,SALES DOLLARS,SALES UNITS,MMO,IMO,MARK DOWNS,DAMAGE RATE,Lead Time Days,On Time %,Reject %,Pairs Defect %,Pkg Defect %,"Customer Damage per 100,000",Total Damage Rate,Receipt Units,Receipt 1st Cost,Average 1st Cost,Year
HOPECOME,SA,80.67819,7.059,0.525723991,0.583123592,0.136569995,0.00112707,65.44549499,0.511123471,0,0.077037037,0,0.00453322,0.00112707,21.408,108.75264,5.08,2002
ABOUNDANCE,SA,96.07132,6.758,0.207009126,0.467378563,0.473118304,0.015506293,54,1,0,0.030927835,0,0.009914176,0.015506293,4.22,47.96,11.36492891,2002
LEADER,SA,127.27145,6.44,0.597649984,0.585537139,-0.037132051,0.008622122,,,0,0,0,0.004503106,0.008622122,,,,2002
KASCHELLI,SA,72.91171,5.625,0.503768325,0.572824075,0.156450041,0.005139778,67.77040111,1,0,0.00154321,0,0.007644444,0.005139778,11.364,54.5472,4.8,2002
CHENGLONG,SA,80.85679,5.552,0.527235251,0.580560458,0.124562081,0.002125734,65.05013928,0.721448468,0,0.029045643,0,0.003962536,0.002125734,8.616,46.554,5.403203343,2002
RONGGUANG,SA,1.04405,5.146,-6.378516355,0.71347748,23.59512475,1.179522054,,,0,0,0,0.000777303,1.179522054,,,,2002
SHANGYI,SA,57.12276,4.986,0.162836845,0.598792844,1.006698206,0.078505135,,,0,0,0,0.021058965,0.078505135,,,,2002
ALPHA,SA,60.80583,4.903,0.64534552,0.660419105,0.044175698,0.000213631,77.81744333,1,0.030813709,0.003336629,0.004943154,0.001019784,0.000213631,33.336,104.7564,3.142440605,2002
SHINGTAI,SA,35.07559,4.791,-0.287257035,0.578124527,1.870973517,0.089094439,46,1,0,0,0,0.028804008,0.089094439,,,,2002
RAMARIM,SA,156.82524,4.753,0.566530617,0.59124542,0.060463673,0,41.94096509,1,0,0.022222222,0,0.00063118,0,23.376,253.0452,10.825,2002
SHERWOODCH,SA,195.78151,4.713,0.492402475,0.533783045,0.083033173,0.005285331,71.18265838,1,0,0.060377358,0,0.008274984,0.005285331,35.718,525.0687,14.70039476,2002
DAKALY,SA,23.40709,4.141,-0.022979789,0.573400972,1.298089596,0.0953993,,,0,0,0,0.017387105,0.0953993,,,,2002
WEILIN,SA,120.6273,3.642,0.469948594,0.538511103,0.147000555,0.001574685,71.36475667,0.167896389,0,0.118072289,0,0.003844042,0.001574685,23.002,311.026,13.52169377,2002
HUEYFENGCH,SA,33.20926,3.578,0.513939787,0.561784433,0.108793752,3.01121E-07,,,0,0,0,0,3.01121E-07,,,,2002
AZALEIANE,SA,40.64903,3.427,0.39488224,0.60811562,0.516683916,0.027820098,,,0,0,0,0.009337613,0.027820098,,,,2002
CINQUE,SA,56.9803,3.334,0.415673312,0.52485058,0.228155345,0.001473492,76.0441989,1,0,0.044871795,0,0.00179964,0.001473492,6.516,35.838,5.5,2002
ZINCO,SA,41.39032,3.114,0.478488207,0.541694463,0.127772387,0.010140535,52,1,0,0,0,0.010276172,0.010140535,4.8,25.68,5.35,2002
GUANNCHYUA,SA,79.28683,2.987,0.387835281,0.509356762,0.238744568,0.007993509,64.13138686,1,0.36631016,0.018939394,0.545454545,0.010043522,0.007993509,2.82,40.1688,14.24425532,2002
LUENTHAI,SA,20.16237,2.7,0.113367625,0.479834957,0.694890035,0.010208621,0,1,0,0.030927835,0,0.005925926,0.010208621,2.4,11.88,4.95,2002
BEIDER,SA,36.77898,2.635,0.234929843,0.400290644,0.251683706,0.022003057,65,1,0,0.030927835,0,0.016698292,0.022003057,2.4,19.2,8,2002
ZHAONAN,SA,10.46128,2.59,-0.828092738,0.58232008,3.29327004,0.080395516,78,0,0,0.054054054,0,0.009266409,0.080395516,,,,2002
FABILLY,SA,50.84867,2.434,0.631031254,0.659167044,0.082184844,1.96662E-07,,,0,0,0,0,1.96662E-07,,,,2002
SHIYING,SA,47.22992,2.322,0.34890256,0.533466414,0.373129152,0.017833611,62.99342105,0.782894737,0,0.088435374,0,0.009474591,0.017833611,3.7,28.41,7.678378378,2002
ALMIRO,SA,34.01501,2.224,0.083293816,0.421013277,0.583293963,0,,,0,0,0,0,0,2.31,22.22052,9.619272727,2002
SUPERSMART,SA,38.82417,2.013,0.540408462,0.556796779,0.036464398,0.000514885,67.23249533,1,0,0.038745387,0,0.005464481,0.000514885,38.504,254.1264,6.6,2002
MAJOLO,SA,57.60337,1.911,0.136808315,0.261789083,0.160798231,0.008504016,,,0,0,0,0.016221873,0.008504016,3.228,62.946,19.5,2002
JOULURNG,SA,10.47201,1.783,-0.275532586,0.427852757,1.20551451,0.02137412,,,0,0,0,0.005608525,0.02137412,,,,2002
FOOWING,SA,13.97513,1.77,0.243473943,0.546574288,0.645229776,0.023237709,,,0,0,0,0.011299435,0.023237709,,,,2002
CARNELLA,SA,9.3792,1.641,-0.224946691,0.597943202,1.918648712,0.099781431,,,0,0,0,0.026203534,0.099781431,,,,2002
YOUNG,SA,33.12131,1.523,0.517461417,0.543542155,0.057137233,0,77.91732046,1,0,0,0,0.004596192,0,20.892,167.136,8,2002
CALZAGARVE,SA,11.01083,1.489,0.051519277,0.582180082,1.161518251,0.108831033,84,1,0,0,0,0.010745467,0.108831033,,,,2002
H.KUNTZLER,SA,42.56681,1.453,0.492403824,0.575593027,0.194368805,0.001644004,,,0,0,0,0.000688231,0.001644004,2.16,24.516,11.35,2002
ASONIC,SA,28.19015,1.393,0.427736639,0.499970804,0.136037588,0.007378464,73,1,0,0.102040816,0,0.0028715,0.007378464,1.32,12.54,9.5,2002
CANINDE,SA,42.597,1.313,0.590968613,0.557519173,-0.07559523,0,53,0,0.333333333,0,0.111111111,0,0,1.8,18,10,2002
LEADWELL,SA,27.8548,1.294,0.475481425,0.600928903,0.300280742,0.014067952,68,0,0.25,0.202702703,0,0.01236476,0.014067952,2.4,16.2,6.75,2002
RUNDA,SA,4.14262,1.287,-0.499442382,0.683529073,3.634296653,0.083946874,,,0,0,0,0.003885004,0.083946874,,,,2002
GOLDSUPERI,SA,48.19394,1.139,0.58875535,0.567138053,-0.054889266,0.005941411,86.5273523,0.54595186,0,0.013289037,0,0.015803336,0.005941411,5.004,60.44832,12.08,2002
DISPORT,SA,37.9308,1.099,0.50889831,0.552939127,0.085134244,0.01302029,51.50909091,1,0,0,0,0.01455869,0.01302029,6.612,77.6142,11.73838475,2002
BESTHEALTH,SA,35.04183,1.094,0.612561901,0.586195398,-0.063717277,0,50.57142857,1,0,0.053333333,0,0,0,1.8,17.01,9.45,2002
PROPERWELL,SA,40.25058,1.094,0.643130111,0.602000606,-0.103340623,0,75,1,0.233333333,0.018939394,0.458333333,0,0,1.44,14.472,10.05,2002
CALIPLASTI,SA,4.3997,1.038,-1.085176262,0.572286143,3.716144283,0.143575698,,,0,0,0,0.005780347,0.143575698,,,,2002
KIPOONG,SA,27.97452,1.036,0.15254739,0.453113278,0.48097769,0.042323514,,,0,0,0,0.052123552,0.042323514,,,,2002
SHINSANTA,SA,4.53883,1.022,-0.071328955,0.614262452,1.616705186,0.139324451,,,0,0,0,0.009784736,0.139324451,,,,2002
HUEYFUNG,TARGET,86394.91077,5954.537,0.55369691,0.631583085,0.202388702,0.008839948,68.59895592,0.99629127,0.003030076,0.047676129,0.000163461,0.00747598,0.008839948,7478.592,37020.61651,4.950212087,2002
CHINACROWN,TARGET,74260.89556,5793.417,0.535853203,0.620113844,0.211664634,0.010177364,48.37705764,0.99711931,0.003920571,0.047779406,0.001725339,0.006853296,0.010177364,6337.086,28544.16615,4.504304684,2002
CHINWANG,TARGET,19660.05963,4320.674,0.516704094,0.669977751,0.460263794,0.003811169,51.73188015,1,0.001872629,0.037438451,0,0.001790924,0.003811169,4614.901,9120.71709,1.976362459,2002
HONGQIAO,TARGET,36536.9026,4219.639,0.515354747,0.61855439,0.262437873,0.008079103,53.88394626,0.999185226,0,0.060463974,4.90978E-05,0.004947106,0.008079103,4032.926,13139.56403,3.258072186,2002
QINGYUN,TARGET,41271.03634,3607.622,0.550523323,0.642590123,0.242897328,0.01479361,54.17123597,0.998951493,0.009486313,0.068110951,0.006670101,0.009036978,0.01479361,3822.681,15663.69915,4.097568997,2002
ZENGLEINFL,TARGET,32919.92657,2641.343,0.466609534,0.58126066,0.265962544,0.007839811,66.39309575,0.920106843,0.030231106,0.009561831,0.001518987,0.005500989,0.007839811,3309.631,14377.97918,4.344284659,2002
PROTONIC,TARGET,40089.99382,2504.329,0.488250302,0.618029546,0.326780018,0.012671113,65.13040364,0.990332341,0.002162371,0.053526297,0.00252738,0.009144166,0.012671113,2633.968,15982.55593,6.067862605,2002
HUAFENG,TARGET,16921.97787,2191.086,0.507081148,0.608453939,0.247257638,0.011687926,54.14800964,0.999539167,0.000669564,0.042523701,0.002716638,0.007707137,0.011687926,2334.907,6470.64932,2.771266402,2002
LIFA,TARGET,13750.4363,1844.573,0.528737112,0.618040906,0.228506056,0.005241714,60.16120171,1,0.00040611,0.038231178,0.002742793,0.003085809,0.005241714,1853.511,4462.33119,2.407501865,2002
YONGCHAO,TARGET,7877.04351,1797.223,0.535709737,0.673512508,0.417919141,0.003922139,53.31602801,1,0,0.031938141,0,0.00176884,0.003922139,1821.896,2634.14834,1.445828049,2002
GEVOER,TARGET,22239.8219,1784.267,0.456671618,0.588427314,0.310977959,0.009038944,57.1944754,0.943741975,0.006069013,0.004693273,0.000499284,0.006061313,0.009038944,1715.097,8338.72578,4.861955784,2002
FANDREIS,TARGET,18699.79198,1667.551,0.509273704,0.588619566,0.186925048,0.006052879,77.31105772,0.949632609,0.003293329,0.001162059,0.000629449,0.004227757,0.006052879,1768.227,7310.68148,4.134469997,2002
GENTLE,TARGET,18761.39172,1481.016,0.488986366,0.586692467,0.22470791,0.011281284,68.23909953,1,0.00130775,0.041836735,0.006122449,0.008821647,0.011281284,1240.069,5891.731,4.75113159,2002
DBLESTAR-1,TARGET,10985.81775,1383.171,0.509908077,0.611048251,0.251650501,0.008376761,60.25851604,0.930618655,0,0.034984413,0,0.004660306,0.008376761,1527.112,3303.45547,2.163204447,2002
GRENDENSB,TARGET,9208.74752,1370.433,0.538986411,0.652633397,0.320633413,0.006517733,79.27665347,0.940611189,0.023567134,0.000384431,0.003748198,0.003835284,0.006517733,1401.194,3345.9038,2.387894753,2002
HUALUAN,TARGET,11950.33276,1326.026,0.559255027,0.636871011,0.207509701,0.006093295,53.8325413,1,0,0.045264624,0,0.004370201,0.006093295,1642.386,3998.29518,2.434443048,2002
DAJILI,TARGET,23639.85453,1279.575,0.49901194,0.58499575,0.1917672,0.014617763,70.47116257,0.995050946,0.005019415,0.056686693,0.000111259,0.009788406,0.014617763,1298.967,8970.9617,6.906227564,2002
WANHUI#2,TARGET,9492.65167,1272.024,0.484534521,0.605250058,0.29448074,0.011258197,60.07001617,1,0,0.055961918,0,0.006897669,0.011258197,1283.344,2941.25616,2.291868868,2002
DAIELY,TARGET,9246.90288,1140.751,0.348296222,0.544953695,0.420399528,0.012185946,62.5469043,0.898668012,0.016601795,0.007787859,0.000817725,0.008023662,0.012185946,1378.951,5300.73129,3.844031652,2002
IBECAL,TARGET,12595.04542,1127.54,0.461276609,0.57062574,0.249584823,0.005165023,54.79676031,0.964335053,0.01726161,0.004595856,0.002224978,0.003369282,0.005165023,1424.3,6152.34576,4.319557509,2002
DAEDOKINSH,TARGET,12413.57114,1115.792,0.507311753,0.611296521,0.25528004,0.011334207,65.66092273,1,0,0.033067973,0,0.007632247,0.011334207,927.873,3555.23871,3.831600564,2002
SUNROLL,TARGET,8895.79106,1099.985,0.522071227,0.637322347,0.31089434,0.006899652,54.01745739,0.995484977,0.001017842,0.047587574,0.000377679,0.003998236,0.006899652,1224.175,2702.5291,2.207632977,2002
HANJIANG,TARGET,11719.21733,1022.04,0.471725206,0.609045113,0.342092919,0.008899374,54.98575199,0.977996219,0.001802011,0.049077252,0.000203922,0.005473367,0.008899374,1491.986,7037.08422,4.716588641,2002
SHENGFENG,TARGET,16866.57699,1000.553,0.54367917,0.61548965,0.181660895,0.005239467,67.32392366,0.938963876,0.036649249,0.054355499,0.001694197,0.005588909,0.005239467,1541.892,8601.35035,5.578438924,2002
HONGMAO,TARGET,9374.75539,864.753,0.385325287,0.593108557,0.493645742,0.016849569,62.56564673,0.985798655,0.00314625,0.058978102,0,0.00849838,0.016849569,944.706,4339.64205,4.593642943,2002
KINGWANG,TARGET,20465.34494,645.285,0.469162431,0.531013525,0.110882676,0.020471165,70.60987874,0.999558906,0.000309549,0.048220375,0,0.016465593,0.020471165,676.104,7467.39348,11.04474087,2002
PRICAWI,TARGET,6544.58318,643.322,0.479609682,0.607363038,0.311272322,0.014441814,57.69110082,0.595795823,0.016176885,0.004864865,0.001621622,0.01087014,0.014441814,697.458,2952.99219,4.233935506,2002
YINGLONG,TARGET,3424.67969,574.735,0.448076039,0.596920088,0.361653665,0.007649054,53.23838818,1,0.011205027,0.0378769,0.023423872,0.001512001,0.007649054,451.537,1328.84629,2.942939981,2002
ANDREZAFL,TARGET,3819.39864,444.587,0.35509434,0.583639752,0.536740907,0.012168143,52.44413446,1,0.019918089,0.006864379,0.000266578,0.007298909,0.012168143,682.854,2745.1512,4.020114402,2002
GEVOERFL,TARGET,6883.97557,411.181,0.473090234,0.5718201,0.215653383,0.014439204,53.48738767,0.936270766,0.003446413,0.012650865,0.001599535,0.012965093,0.014439204,373.44,2381.9973,6.378527474,2002
VICTORIA,TARGET,5149.82998,389.216,0.494374199,0.616894279,0.312816543,0.006898859,72.2837622,1,0,0.046895075,0,0.006256166,0.006898859,408.126,2123.24134,5.202416264,2002
MINXING,TARGET,2450.59021,366.543,0.53123782,0.641183513,0.298489057,0.00735906,56.01895743,0.996843452,0,0.057427785,0,0.002449917,0.00735906,350.787,938.86379,2.676449783,2002
HUIYIN#2,TARGET,2181.98352,349.377,0.423922945,0.591497336,0.40089932,0.009337234,50.62266768,1,0,0.062843676,0,0.00275061,0.009337234,374.631,1053.27939,2.811511567,2002
DONGFANG,TARGET,2028.88524,329.029,0.464022692,0.588531428,0.296061334,0.006280912,50.45322021,0.871271492,0.092622598,0.046995029,0.005874379,0.001780998,0.006280912,309.986,941.99902,3.038843754,2002
LICHANG,TARGET,3278.33706,310.396,0.510720191,0.595728368,0.198330119,0.011434273,53.53047733,1,0,0.039385207,0.000137231,0.006762329,0.011434273,306.396,891.7512,2.910453139,2002
HZARCA,TARGET,5779.86417,270.467,0.59503993,0.664205509,0.197748792,0.007817362,56.94377342,1,0,0.076396556,0.001324796,0.005449833,0.007817362,310.25,2004.21638,6.460004448,2002
CHARMING,TARGET,1866.15351,231.804,0.575437875,0.631970837,0.151570837,0.002000275,75.69028858,1,0,0.042047532,0,0.001466756,0.002000275,274.367,635.09635,2.314769451,2002
GLORY,TARGET,6756.13307,205.123,0.434203308,0.562141824,0.268029016,0.022807564,73.17675975,0.923302437,0.007240177,0.066656111,0,0.012129308,0.022807564,202.602,2173.37568,10.72731602,2002
UNIQUENE#2,TARGET,2129.2155,174.749,0.501538656,0.656709629,0.433269441,0.018877103,42.82095368,1,0,0.062558944,0,0.006804045,0.018877103,239.961,1201.23102,5.005942716,2002
JUSHENG,TARGET,1991.47169,72.832,0.481077348,0.617286843,0.245693671,0.097062028,,,0,0,0,0.014773726,0.097062028,,,,2002
NANPING,TARGET,1138.97597,60.391,0.604305006,0.642107134,0.104591425,0.001036396,84.73218865,1,0,0.05916955,0,0.004338395,0.001036396,293.792,1684.0664,5.732172421,2002
YONGJIN,TARGET,383.53093,51.75,0.487526912,0.615072034,0.323970142,0.007133088,52.10973451,1,0,0.024774775,0,0.001565217,0.007133088,61.02,149.499,2.45,2002
ZHAOXIN,TARGET,654.99552,44.179,0.533969118,0.597875593,0.157098311,0.001805127,54.71899359,1,0,0.042875158,0.045397226,0.004957106,0.001805127,51.79,275.09977,5.311831821,2002
PRESTIGE,TARGET,910.00756,35.053,0.265354894,0.586495453,0.374697887,0.290828298,81.90909091,1,0,0.029929577,0,0.022565829,0.290828298,13.776,123.14508,8.939102787,2002
HUEPHONG,TARGET,336.54209,17.891,0.539195291,0.548059064,0.011930157,0.009378292,56.62330827,1,0,0.122926829,0,0.004192052,0.009378292,13.98,105.13308,7.520248927,2002
DONGYI,TARGET,579.5529,16.876,0.543910176,0.587310507,0.103482081,0.001727642,60.73607632,1,0.008047599,0.080126934,0,0.004088647,0.001727642,101.288,1104.0392,10.9,2002
TAILI,TARGET,206.39053,10.006,0.485742006,0.560450494,0.160639202,0.009125516,,,0,0,0,0.010993404,0.009125516,10.49,83.92,8,2002
FEITIAN,TARGET,51.04742,6.07,0.348169212,0.620490212,0.700522769,0.01625567,45,1,0,0.048275862,0,0.007742998,0.01625567,4.8,17.496,3.645,2002
HULI,TARGET,62.23752,4.572,0.531507522,0.59809522,0.157312824,0.008254506,82.43063789,1,0.216888097,0.03754386,0,0.010061242,0.008254506,9.756,56.1042,5.750738007,2002
WINPROFILE,TARGET,92.48954,3.46,0.491425841,0.600658814,0.257930356,0.014092729,70.57142857,1,0,0.044776119,0,0.00982659,0.014092729,4.98,67.914,13.6373494,2002
ACEHIGH,TARGET,64.40923,2.746,0.467113176,0.536436671,0.148011551,0.001396384,65,1,0.153166421,0.097363083,0.219066937,0.002184996,0.001396384,6,57.48,9.58,2002
LEEFUNG,TARGET,58.43437,2.041,0.158246251,0.312834888,0.219566327,0.005389123,,,0,0,0,0.010289074,0.005389123,4.036,74.666,18.5,2002
ATLAS,TARGET,28.07373,1.563,0.201191292,0.458508242,0.475200125,0,,,0,0,0,0.000639795,0,2.198,29.86438,13.58707006,2002
HAIFONG#2,CORE,291232.4807,24485.668,0.543242476,0.644702145,0.272629272,0.012466183,51.59885348,0.999697701,0,0.026700715,8.62705E-06,0.006875001,0.012466183,24795.254,103570.7163,4.177037924,2003
QIANGXING,CORE,125477.3416,10481.322,0.464055226,0.62320653,0.409534295,0.012809267,54.55640283,0.999247694,6.00816E-05,0.036949047,6.91121E-05,0.006643628,0.012809267,10019.673,46878.99399,4.678695002,2003
LONGHAI,CORE,118673.993,9997.848,0.474431877,0.61014573,0.338403492,0.009769505,57.70089402,0.999722196,0.002489184,0.038915615,0.000883609,0.005829555,0.009769505,9881.61,44387.24667,4.491904322,2003
GUANGWEI,CORE,112722.1294,9014.018,0.512999006,0.624152366,0.284645611,0.010979524,53.82200535,0.997160694,0.000112087,0.0316686,0.000125082,0.007069322,0.010979524,9263.223,40920.59482,4.417533165,2003
FMINDO,CORE,102369.7968,8609.571,0.567600767,0.657474815,0.249111174,0.013157344,55.00432584,1,0,0.026447214,0.000263344,0.007290259,0.013157344,9170.652,36382.49432,3.967274554,2003
CONTINENTA,CORE,100046.0675,8519.146,0.499255191,0.622609305,0.314703124,0.012239751,59.53209907,0.998169005,0.00015899,0.024851662,0.00023947,0.007523759,0.012239751,8713.007,37931.78989,4.353467166,2003
WINPROFIL2,CORE,93242.27533,7711.73,0.522085739,0.640041149,0.316569867,0.010891372,58.19995681,1,0,0.023140085,1.55511E-05,0.006615507,0.010891372,7159.046,31344.1144,4.378252968,2003
SHENGCHANG,CORE,89588.91835,7067.195,0.521857883,0.635577553,0.303375509,0.008779364,58.59467136,0.990878413,0.000429125,0.04213799,0.000198452,0.004823413,0.008779364,6361.228,28471.86216,4.475843683,2003
UNIQUENESS,CORE,81246.37804,6956.272,0.555314718,0.658599116,0.293511739,0.008912922,49.21598283,1,0,0.03149806,0,0.005518904,0.008912922,6888.493,27592.49207,4.005591944,2003
CHAOQUAN,CORE,68872.61193,6669.492,0.504410851,0.647120669,0.393114334,0.011346886,47.97458242,1,0,0.045172847,1.44461E-05,0.005964622,0.011346886,6659.509,26223.48032,3.937749813,2003
BRINGIANT,CORE,66543.56372,5608.171,0.465094786,0.61706013,0.383034747,0.013024152,56.68583349,0.998876168,9.87492E-05,0.027421308,0.000968523,0.005327584,0.013024152,5015.925,22974.36621,4.580285034,2003
LEADER#2,CORE,121776.504,5562.459,0.518965897,0.597852734,0.185444874,0.010877649,46.90453408,1,0,0.030852822,1.05914E-05,0.006936501,0.010877649,5355.736,44012.20345,8.217769406,2003
JUWANG,CORE,63121.43657,5418.334,0.500262503,0.626987733,0.327749814,0.01205822,61.01637098,1,0,0.024348926,0,0.007422577,0.01205822,4850.854,20924.94068,4.313661199,2003
PUTIENSH#2,CORE,40988.82363,3828.364,0.535294974,0.654927012,0.333770709,0.012673675,49.18465424,1,0,0.054184992,3.43595E-05,0.006741261,0.012673675,3208.545,11845.10849,3.691738308,2003
NEWWINNEX,CORE,63612.80998,3813.749,0.568935768,0.642148243,0.191970887,0.012447473,51.81813061,1,0.005102815,0.041786598,0.004367867,0.007706066,0.012447473,3408.419,18787.5493,5.51210086,2003
DBLESTAR-M,CORE,30688.79766,3678.094,0.49754996,0.641020497,0.386656253,0.013019137,56.41153029,0.998795956,0,0.034700315,0,0.006047698,0.013019137,3537.622,9848.07039,2.783810817,2003
PUTIENSH#2,CORE,8938.73958,611.399,0.540095963,0.637751229,0.266271034,0.003331853,48.88000562,1,0.001707739,0.040630954,8.86171E-05,0.003734059,0.003331853,1155.085,5565.37325,4.818150396,2003
QINGYUN#2,SA,23321.30286,2152.829,0.541265752,0.649523532,0.292008122,0.017149286,54.91866453,1,0,0.072242505,5.53159E-05,0.011040357,0.017149286,2465.124,10194.11886,4.135337151,2003
STKCHINA,SA,10007.39049,1262.154,0.430299231,0.590789329,0.388532253,0.003360852,133.0996373,0.623582811,0.017756227,0.019342723,0.246760563,0.002035409,0.003360852,1796.541,8370.69977,4.659342464,2003
TONGCHUANG,SA,11452.58027,932.042,0.365807981,0.622604486,0.647713977,0.03272722,69.03499383,0.992246424,0.017919789,0.02864259,0.002023661,0.008377305,0.03272722,626.989,3367.40217,5.370751592,2003
AZALEIA,SA,6920.9891,783.609,0.381376075,0.582810233,0.476878776,0.006145295,127.6828845,1,0,0.000700035,0.002100105,0.002648004,0.006145295,637.104,2593.57428,4.070880547,2003
GLORYWEST,SA,9222.17102,745.38,0.488280216,0.605380379,0.290476415,0.006192591,77.40348766,0.902363311,0,0.060330064,0.000778452,0.005582388,0.006192591,948.362,4564.83195,4.813385553,2003
TIANCHENG,SA,5420.12894,680.521,0.483114559,0.589667022,0.252386773,0.007197511,58.99463348,0.811084887,0,0.048485654,0.000265675,0.001691351,0.007197511,620.591,1676.89911,2.702100272,2003
ALPHA,SA,3795.49537,661.789,0.259130299,0.59154577,0.806293367,0.007728375,130.7866341,1,0.000755912,0.000547046,0.000729395,0.003889457,0.007728375,298.773,962.08947,3.220135253,2003
BOJOS,SA,9118.09318,625.955,0.615820244,0.641468573,0.060953234,0.011083669,104.5921987,0.656531715,0.01030223,0.015981735,0.007376185,0.006819979,0.011083669,575.507,2651.61639,4.607444201,2003
CHAMPION,SA,2856.29924,430.339,0.566706547,0.640757755,0.203798454,0.00236929,70.36457798,1,0,0.032875572,0,0.001745136,0.00236929,474.478,1292.45986,2.723961617,2003
SANTAFE,SA,5934.97934,395.309,0.497942572,0.652504095,0.438850318,0.005786598,0,0.935612842,0,0.016932435,0,0.00326074,0.005786598,354.071,2481.2173,7.007682922,2003
HUIMAO,SA,3801.14773,382.879,0.517129704,0.644195286,0.3458825,0.0112749,67.84371262,1,0,0.052615479,0.000305904,0.006419783,0.0112749,407.961,1486.1151,3.642787178,2003
SANDRA,SA,5618.84637,379.348,0.507074814,0.591282089,0.185546655,0.01922338,56.84869013,0.762620868,0.16786285,0.004985755,0.001068376,0.009437245,0.01922338,315.51,1615.94448,5.121690216,2003
ANDREZAFQ,SA,2511.85302,364.917,0.276213638,0.618092686,0.887161308,0.008220135,145.5228879,1,0,0,0,0.004042015,0.008220135,365.07,1361.7111,3.73,2003
STOCK BUY,SA,3125.48861,302.907,0.232987088,0.532919941,0.618274952,0.023733815,0,0.598802395,0,0,0.306709265,0.005711324,0.023733815,42.345,261.4461,6.174190577,2003
PROTONIC#2,SA,6078.13802,295.445,0.542263795,0.610135368,0.171172903,0.003065292,57.54857029,0.999823602,0.003046492,0.067530456,0.006337582,0.005672799,0.003065292,737.346,5067.3365,6.872399796,2003
SUREFIELD,SA,1532.63824,285.395,0.399829728,0.678115544,0.860253761,0.004391454,51.74963906,0.932204079,0,0.036202186,0,0.002049791,0.004391454,295.08,714.0936,2.42,2003
REGER,SA,1591.40636,283.936,0.25589461,0.584595592,0.782831658,0.008017468,57.15632029,1,0,0.022556391,0.018259936,0.002197678,0.008017468,284.436,918.72828,3.23,2003
STANTON,SA,2685.5187,249.628,0.543858198,0.624594869,0.207464212,0.007914829,70.75220808,1,0,0.014056225,0.963855422,0.006469627,0.007914829,321.078,1162.91142,3.621896922,2003
RENI,SA,1084.64467,224.714,0.054800703,0.572823015,1.200208903,0.012803124,77.69807066,0.165139232,0,0.004487179,0.000961538,0.005104266,0.012803124,193.758,604.38072,3.119255566,2003
CORTI,SA,1999.92006,166.152,0.481455179,0.606788008,0.300454219,0.01827353,87.61094408,0.549308479,0.277935798,0.065868263,0.002994012,0.008751023,0.01827353,121.392,542.2464,4.466903915,2003
ALMIROROL,SA,1388.27478,158.471,0.398784022,0.595814917,0.482803203,0.004963751,168.8237347,1,0,0,0,0.002896429,0.004963751,111.252,438.2844,3.939564233,2003
KASCHELI,SA,1752.85665,151.256,0.474898549,0.629142566,0.404181819,0.011592642,63.6,1,0.013821318,0.002840909,0.045454545,0.005784894,0.011592642,132.012,636.48078,4.821385783,2003
YINGFAT,SA,1452.33917,139.091,0.242639817,0.626509665,0.996495825,0.030575468,49.00736648,1,0.305,1.015463918,0.18556701,0.006815682,0.030575468,7.794,73.146,9.38491147,2003
ORQUIDEA,SA,1585.20513,129.351,0.464355178,0.576293376,0.2579353,0.006249141,,,0,0,0,0.00462308,0.006249141,123.63,586.98978,4.747955836,2003
CACIQUE,SA,2321.17455,107.777,0.541940036,0.632663093,0.233998206,0.012998691,23,1,0,0.031212485,0,0.008053666,0.012998691,84.834,606.3729,7.147757974,2003
FOOWING,SA,1397.21328,103.211,0.370039862,0.653845601,0.811456365,0.008924428,67.58152322,1,0,0.069364162,0,0.007712356,0.008924428,115.354,728.8238,6.318149349,2003
TONGCHUA#2,SA,1667.93301,101.906,0.552643424,0.617912601,0.168656612,0.002245072,73.72942595,1,0.008463423,0.042197253,0.000249688,0.004131258,0.002245072,164.354,991.1883,6.030813366,2003
ENCA,SA,926.67261,101.59,0.36732918,0.606999483,0.531025181,0.076448024,,,0,0,0,0.014017128,0.076448024,,,,2003
JOPER,SA,1238.34277,99.439,0.167833321,0.593619162,1.039255747,0.008550759,70.33742256,0.726241689,0.060983024,0.079761259,0.200759631,0.003710818,0.008550759,116.562,891.1851,7.645588614,2003
CAMINO,SA,2886.22252,96.997,0.51681017,0.57226586,0.123323308,0.006327215,63.21674841,0.96640688,0.012369677,0.003369066,0.037672282,0.006515665,0.006327215,155.324,1706.98612,10.98984136,2003
ORQUIDFL1,SA,1074.4581,84.4,0.502656921,0.590389593,0.208547825,0.005589646,43.32461745,0.66904698,0.268043514,0.006756757,0.006756757,0.004443128,0.005589646,88.281,408.12555,4.623028171,2003
ASTER,SA,1085.04746,81.076,0.543169236,0.606348257,0.157627925,0.002868953,53.65108268,0.84375,0,0.041216879,0.435721295,0.002183137,0.002868953,116.952,547.0206,4.677308639,2003
BAOLITE,SA,762.84914,79.763,0.555578866,0.644024441,0.244914702,0.003578493,46.50487329,0.944612489,0.049474632,0.055555556,0.000694444,2.50743E-05,0.003578493,94.986,256.38096,2.699144716,2003
FRIENDLY,SA,726.04556,79.063,0.505987021,0.649452397,0.402066793,0.007103494,64.43551504,1,0,0.037878788,0,0.004186535,0.007103494,80.732,205.8666,2.55,2003
