FACTORY,FTY STATUS,SALES DOLLARS,SALES UNITS,MMO,IMO,MARK DOWNS,DAMAGE RATE,Lead Time Days,On Time %,Reject %,Pairs Defect %,Pkg Defect %,"Customer Damage per 100,000",Total Damage Rate,Receipt Units,Receipt 1st Cost,Average 1st Cost,Year
POLONEX,SA,137.26591,6.918,0.343572996,0.465108491,0.212630434,0.014029631,80.53314326,0.891660727,0.483271375,0.053921569,0.411764706,0.012142238,0.014029631,10.845,112.2252,10.34810512,2004
ZHENUOER,SA,35.14736,6.667,0.281783895,0.623408398,0.891180163,0.016168782,,,0,0,0,0.000149993,0.016168782,,,,2004
ORIENTALWI,SA,88.11445,6.646,0.446417245,0.518169501,0.13061524,0.01761618,,,0,0,0,0.010231718,0.01761618,8.004,46.023,5.75,2004
KASCHELI,SA,59.00125,6.574,0.215103578,0.633990826,1.078180717,0.064099998,,,0,0,0,0.011408579,0.064099998,,,,2004
RENI,SA,26.75017,6.434,-0.073355422,0.58007793,1.488307925,0.068662741,,,0,0,0,0.007615791,0.068662741,,,,2004
SPARK,SA,81.97935,6.264,0.132211953,0.61695431,1.062182245,0.217021116,,,0,0,0,0.022030651,0.217021116,,,,2004
SUREFIELD,SA,21.99092,6.157,0.083902356,0.677690196,1.796992122,0.045782077,,,0,0,0,0.002761085,0.045782077,,,,2004
REGER,SA,97.40026,5.334,0.414890166,0.602210892,0.459653804,0.010686932,,,0,0,0,0.001874766,0.010686932,5.59,54.7261,9.79,2004
FRIENDLY,SA,32.67338,4.85,0.317502199,0.644384846,0.887515158,0.030494243,0,0,0,0,0,0.004742268,0.030494243,,,,2004
CHINGLEAD,SA,42.49227,4.672,-0.180987036,0.352801617,0.792920924,0.030265975,,,0,0,0,0.006421233,0.030265975,,,,2004
JINSHI,SA,59.90455,4.639,0.416616935,0.636352271,0.543602781,0.059938185,,,0,0,0,0,0.059938185,,,,2004
WEILIN,SA,73.45551,4.507,-0.076825551,0.515616382,1.17531578,0.042885415,78,0,0.5,0.083333333,0.5,0.008209452,0.042885415,,,,2004
FRANKLIN,SA,25.61296,4.258,-2.69157489,0.617806044,4.048437197,4.062546461,,,0,0,0,0.016204791,4.062546461,,,,2004
LIFENG,SA,34.34402,3.771,0.438598626,0.60816495,0.428000857,0.004247901,55.57685219,1,0,0.100358423,0,0.005038451,0.004247901,16.278,57.333,3.522115739,2004
REDCHILD,SA,16.76733,3.77,0.13042327,0.650178949,1.454588775,0.031046088,,,0,0,0,0.000530504,0.031046088,,,,2004
SINSHCOME,SA,14.8602,3.713,0.149584124,0.665997994,1.491124615,0.05501541,,,0,0,0,0,0.05501541,,,,2004
JIMSON,SA,141.31187,3.647,0.338857804,0.65813176,0.882315548,0.048061709,,,0,0,0,0.022210036,0.048061709,,,,2004
CITERA,SA,28.50123,3.474,0.543239011,0.666018782,0.215238079,0.145170928,,,0,0,0,0,0.145170928,,,,2004
YOHUALA,SA,41.38203,3.388,0.207902077,0.36024016,0.227250572,0.010867036,,,0,0,0,0.005312869,0.010867036,,,,2004
JIASHUN,SA,27.14376,3.342,0.507309599,0.64154232,0.364797655,0.009774254,,,0,0,0,0.000598444,0.009774254,,,,2004
DONGDA,SA,81.11555,3.253,0.45436245,0.56856661,0.20269751,0.062112875,,,0,0,0,0.022440824,0.062112875,,,,2004
BEIDER,SA,58.14075,3.226,0.569034283,0.611672804,0.108890752,0.000233571,52,1,0,0.109792285,0,0.000309981,0.000233571,19.986,119.916,6,2004
HANBEE,SA,51.55025,3.18,-1.524822867,0.555912233,0.23313078,4.652376274,82.89358383,0.163817201,0.062588905,0.136830103,0.027366021,0.020440252,4.652376274,29.538,175.185,5.930834857,2004
GEEHOME,SA,44.60244,3.107,0.467130722,0.534910308,0.131752657,0.013556209,,,0,0,0,0.010943032,0.013556209,3.408,20.0064,5.870422535,2004
ZHONGDA,SA,27.50852,3.034,0.438859306,0.611119501,0.4009107,0.041321743,,,0,0,0,0,0.041321743,,,,2004
SHINGTAI,SA,26.34062,2.774,0.182074682,0.625137887,1.10557914,0.073052191,,,0,0,0,0.010093727,0.073052191,,,,2004
ZHENWEI,SA,47.81528,2.767,0.361612648,0.455227614,0.156791929,0.015050419,,,0,0,0,0.011203469,0.015050419,3.24,27.54,8.5,2004
DINGXIANG,SA,46.82667,2.718,0.417525526,0.500750375,0.160296472,0.006403402,,,0,0,0,0.004415011,0.006403402,3.288,24.66,7.5,2004
BUFENG,SA,18.5492,2.588,0.515286374,0.568022178,0.117790525,0.005289177,,,0,0,0,0.003477589,0.005289177,,,,2004
XIANGYU,SA,28.39156,2.521,0.350963455,0.438677847,0.153433978,0.00286564,76,0,0,0.102040816,0,0.00396668,0.00286564,4.404,25.1016,5.69972752,2004
ORQUIDFL1,SA,23.9172,2.442,0.335282976,0.592724967,0.585117823,0.043322797,,,0,0,0,0.009418509,0.043322797,,,,2004
SHENGDA,SA,24.28336,2.347,0.590918225,0.675134719,0.255490591,0.003744539,65,0.5,0,0.163265306,0,0.004686834,0.003744539,4.8,19.2,4,2004
SHENGCHUAN,SA,6.47926,2.279,0.420439989,0.680744159,0.773602232,0.047341826,,,0,0,0,0,0.047341826,,,,2004
ENCA,SA,13.54264,2.211,0.069472422,0.6123454,1.266388976,0.099724278,,,0,0,0,0.012663953,0.099724278,,,,2004
DMARCO,SA,19.41245,2.135,0.224888667,0.617098279,1.018206357,0.006013151,,,0,0,0,0,0.006013151,,,,2004
KINDER,SA,24.76069,2.132,0.511741797,0.572158985,0.118493871,0.022558741,,,0,0,0,0.009380863,0.022558741,,,,2004
MUYA,SA,12.00622,2.089,0.44811606,0.684140022,0.734711674,0.012456044,,,0,0,0,0,0.012456044,,,,2004
CHENGLONG,SA,20.5767,2.024,0.336904363,0.605828978,0.650593147,0.02933658,,,0,0,0,0.008893281,0.02933658,,,,2004
HONGTAI,SA,10.43624,2.008,0.203342392,0.686984137,1.495511794,0.04971139,,,0,0,0,0,0.04971139,,,,2004
NOVUS,SA,28.30496,2.008,0.093845036,0.59170492,1.106341786,0.11228986,,,0,0,0,0.014940239,0.11228986,,,,2004
BUCKINGHAM,SA,55.6118,1.934,0.200495398,0.43448276,0.39692763,0.014113911,97,1,0,0,0,0.008273009,0.014113911,1.204,18.81852,15.63,2004
SARASTI,SA,17.36172,1.868,0.302480399,0.54153938,0.481956857,0.041719945,,,0,0,0,0.005888651,0.041719945,,,,2004
STKUSA,SA,41.69551,1.849,0.492072648,0.58695157,0.22970411,0,,,0,0,0,0,0,10.904,134.37753,12.32369131,2004
MINGTAI,SA,13.57332,1.756,0.517171923,0.632270387,0.289833291,0.022770405,,,0,0,0,0,0.022770405,,,,2004
G&G,SA,14.62844,1.728,-0.095591874,0.38198305,0.770709659,0.002049432,,,0,0,0,0.000578704,0.002049432,,,,2004
RUNDA,SA,12.90042,1.726,0.507271081,0.672871788,0.470397088,0.036058516,,,0,0,0,0.003476246,0.036058516,,,,2004
HUAYU,SA,7.95269,1.72,0.153514094,0.648131267,1.37258085,0.033105779,,,0,0,0,0,0.033105779,,,,2004
BICAL,SA,8.77815,1.715,0.364590489,0.64548495,0.752482015,0.040874216,,,0,0,0,0,0.040874216,,,,2004
XINGQUAN,SA,22.39261,1.686,0.5711612,0.650594865,0.202424371,0.025063179,,,0,0,0,0,0.025063179,,,,2004
ORQUIDEA,SA,13.26249,1.602,0.199997889,0.577569942,0.834344833,0.049758379,,,0,0,0,0.013732834,0.049758379,,,,2004
KIUTY,SA,8.20516,1.576,0.477874898,0.667769045,0.530831818,0.040796279,,,0,0,0,0,0.040796279,,,,2004
MAIDERN,SA,12.40434,1.56,0.240296541,0.638790048,1.020034923,0.081119189,,,0,0,0,0,0.081119189,,,,2004
CHUNFUNG,SA,39.48244,1.48,0.378316031,0.527827288,0.313019155,0.003646178,60.14285714,0.571428571,0,0.193877551,0,0.00472973,0.003646178,4.2,46.872,11.16,2004
LORY,SA,10.09137,1.471,-0.055856638,0.596197033,1.561524352,0.053381255,,,0,0,0,0.004078858,0.053381255,,,,2004
KINGFORCE,SA,10.22544,1.414,0.176953755,0.609234456,1.079016649,0.013287448,,,0,0,0,0.002828854,0.013287448,,,,2004
SHUANGRONG,SA,4.71675,1.41,0.134183495,0.638644918,1.382509143,0.013517782,,,0,0,0,0,0.013517782,,,,2004
POUYUEN,SA,21.01257,1.311,-0.107278643,0.530271992,1.172837021,0.136126138,,,0,0,0,0.027459954,0.136126138,,,,2004
SEUNGJIN,SA,13.29351,1.299,0.212393115,0.532979822,0.66020938,0.02811748,,,0,0,0,0.007698229,0.02811748,,,,2004
CENTROPE,SA,22.82529,1.183,-0.635842086,0.140919384,0.813478383,0.115270825,,,0,0,0,0.004226543,0.115270825,,,,2004
JINDELI,SA,9.8962,1.118,0.441920131,0.611804646,0.408769022,0.028981831,,,0,0,0,0,0.028981831,,,,2004
STKCANADA,SA,28.84921,1.022,0.521540105,0.508201867,-0.027121367,0,,,0,0,0,0.000978474,0,3.285,52.9971,16.13305936,2004
HUEYFUNG,TARGET,91385.20376,6295.802,0.498473676,0.620720995,0.314202427,0.008191825,76.80998635,0.848356675,0.090954207,0.097714796,0.002144772,0.004672955,0.008191825,5511.204,29655.59649,5.380965119,2004
CHINWANG,TARGET,27063.16422,3895.46,0.521376416,0.630529752,0.290244116,0.005135011,60.46668978,0.996818553,0,0.034705564,0,0.002391502,0.005135011,4086.807,9422.86105,2.305678015,2004
CHINACROWN,TARGET,45128.46471,2917.935,0.566455921,0.624546995,0.145007214,0.009881179,48.51707407,0.959151509,0.008427015,0.074860632,0.000412943,0.006300689,0.009881179,3256.759,16557.58647,5.084068692,2004
HUAFENG,TARGET,18201.84855,2801.101,0.529982877,0.647860371,0.326876487,0.007943821,58.80115391,0.990667794,0.000345671,0.05661882,0.000652458,0.003099496,0.007943821,2919.384,6331.04517,2.168623645,2004
HANJIANG,TARGET,24052.10894,2067.42,0.474406158,0.612144052,0.343138179,0.011823216,69.81378767,0.988879314,0.056051582,0.072906,0.00034132,0.005372397,0.011823216,1817.597,9083.71754,4.997652142,2004
WEALTHSTEP,TARGET,37391.67955,2055.82,0.553324752,0.633838003,0.209513864,0.01040533,87.04658536,0.691788269,0.079232541,0.134875153,0.001176832,0.007393643,0.01040533,2154.139,12397.30977,5.755111332,2004
QINGYUN,TARGET,22220.27255,1991.661,0.530907689,0.66193524,0.373937283,0.013511989,56.07567013,0.977327166,0,0.044425181,0.000541771,0.006988639,0.013511989,1892.545,7192.85314,3.80062463,2004
NANPING,TARGET,20624.04057,1661.809,0.488582353,0.616350694,0.327410107,0.005601754,82.94946795,1,0,0.070782816,0,0.002834261,0.005601754,1883.761,8683.16585,4.60948382,2004
HUEPHONG,TARGET,23269.84219,1624.426,0.639066623,0.676668394,0.110135364,0.007113336,58.20767885,0.996121331,0.023615229,0.07118913,0.005629622,0.004671188,0.007113336,2574.938,11003.48183,4.273299718,2004
YONGCHAO,TARGET,8532.49668,1551.887,0.531972985,0.644584233,0.311509228,0.005161139,58.14837777,0.957452402,0,0.054671863,0.000421363,0.002222456,0.005161139,1575.303,3192.64227,2.026684562,2004
SHENGFENG,TARGET,30330.09106,1510.58,0.527185865,0.622917126,0.239518738,0.014920622,82.99124208,0.987474108,0.082580008,0.101293417,0.002906554,0.011113612,0.014920622,1438.841,9292.3778,6.458238124,2004
GEVOER,TARGET,15414.46313,1377.595,0.519041646,0.642305241,0.336949064,0.007580594,57.99813738,0.919690863,0.021187352,0.006771245,0.000677124,0.004596416,0.007580594,1407.451,5698.53225,4.048831718,2004
LICHANG,TARGET,10841.7272,1331.105,0.458812025,0.647653105,0.525377797,0.010095964,71.55523669,0.996771107,0.003515014,0.070416835,0,0.003722471,0.010095964,1176.101,3648.45933,3.102164976,2004
ZENGLEINFL,TARGET,13460.40109,1134.535,0.476724692,0.599415069,0.29894232,0.007499168,71.91432314,0.965065911,0.029501593,0.004705882,0.000748663,0.004767592,0.007499168,1152.707,5188.33007,4.500996411,2004
WEIJIA,TARGET,6889.01941,1050.461,0.573576471,0.65043935,0.21771284,0.002207231,49.60024552,0.922737786,0.007638233,0.023946785,0.000886918,0.001213753,0.002207231,1123.266,2929.3623,2.607897239,2004
HONGQIAO,TARGET,10761.23767,1021.194,0.568786491,0.643400929,0.199147018,0.009433723,52.27011526,0.940576518,0,0.035444234,0.00047259,0.004355686,0.009433723,1033.426,3488.91513,3.376066724,2004
GRENDENSB,TARGET,8301.73075,1003.028,0.437026127,0.596945364,0.387905374,0.008710587,88.98802229,1,0.09935493,0.000903832,0.010845987,0.004478439,0.008710587,888.659,3290.89289,3.703212245,2004
HUIYIN#2,TARGET,8726.59341,955.588,0.462640905,0.599246184,0.333569994,0.007520044,59.29336675,0.949150683,0,0.050172789,0.002303853,0.003887659,0.007520044,1112.342,4102.95739,3.688575447,2004
HUALUAN,TARGET,7634.46903,889.987,0.55206878,0.63087678,0.205851068,0.007865507,79.19598333,0.901853706,0.036304125,0.056993948,0.025050437,0.004740519,0.007865507,971.571,2334.71865,2.403034518,2004
VICTORIA,TARGET,11387.22468,836.257,0.495079719,0.609360691,0.281706547,0.010912194,69.7567099,0.996334681,0.001830966,0.061498586,0,0.007665108,0.010912194,1010.921,5968.98624,5.904503161,2004
PRICAWI,TARGET,9018.68341,829.309,0.503872677,0.638012024,0.36229684,0.008405031,72.90968526,0.861038486,0.052471526,0.006848012,0.001141335,0.004729238,0.008405031,867.63,3374.12163,3.888894609,2004
LIFA,TARGET,5641.27868,777.05,0.52932362,0.625651014,0.252345949,0.004895403,67.05286784,1,0,0.061310475,0.000726427,0.001691011,0.004895403,905.983,2187.28048,2.414262166,2004
WANHUI#2,TARGET,7007.76257,761.105,0.604126693,0.685098549,0.248331136,0.008660679,64.56775144,0.984000368,0.002977369,0.070197044,0.011083744,0.003787914,0.008660679,895.777,2359.7544,2.634310102,2004
DAIELY,TARGET,6755.56906,733.492,0.387698754,0.593219096,0.495384029,0.010125307,76.05484708,0.975097933,0,0.001396648,0.000465549,0.005232504,0.010125307,891.101,3490.15817,3.916680792,2004
DAJILI,TARGET,10101.58348,726.661,0.457167267,0.606686207,0.3463153,0.03391468,66.81211418,1,0,0.068493151,0,0.007977585,0.03391468,657.372,3427.9625,5.214646349,2004
FEITIAN,TARGET,6387.2654,676.502,0.494591134,0.635230335,0.374159899,0.011635314,75.65724636,1,0.013772679,0.07269605,0.000286205,0.006047284,0.011635314,682.492,2436.84825,3.570515479,2004
HONGMAO,TARGET,8402.89149,623.885,0.490345501,0.593754344,0.243974906,0.010356178,66.15222563,1,0,0.075921909,0,0.005824791,0.010356178,555.389,2835.11773,5.104742316,2004
KINGWANG,TARGET,18465.02672,619.067,0.475392495,0.537200648,0.115654347,0.017985263,85.39140962,1,0,0.079103387,0,0.012281385,0.017985263,654.532,6816.55416,10.41439404,2004
MINXING,TARGET,4070.25317,569.78,0.539094297,0.632634886,0.25103083,0.003488999,68.08399506,0.757964963,0.005539982,0.02628736,0.000990277,0.001323318,0.003488999,914.828,2523.74126,2.758705746,2004
ANDREZAFL,TARGET,5577.6859,557.494,0.413336378,0.615212234,0.516065302,0.008792413,65.53688131,0.855138793,0,0.00059312,0.00118624,0.004785702,0.008792413,534.081,2306.33745,4.318328961,2004
IBECAL,TARGET,5194.42353,523.966,0.440215935,0.604262915,0.406666264,0.007947592,35.67840714,1,0,0,0,0.003996443,0.007947592,510.38,1967.9448,3.855842314,2004
DONGYI,TARGET,9027.95425,474.162,0.639758229,0.67915183,0.114107815,0.008670434,50.61642352,0.97807508,0.019027731,0.042896078,0.00047399,0.006664389,0.008670434,520.604,2767.6835,5.31629319,2004
TIANCHEN#2,TARGET,3115.46351,348.542,0.504353274,0.577147631,0.169526964,0.0027393,61.05900067,0.794916759,0.001812042,0.037439763,0.000494254,0.001962461,0.0027393,662.662,1913.06397,2.88693779,2004
DAEDOKINSH,TARGET,4115.48609,338.245,0.44094732,0.586265595,0.342007099,0.009206507,71.25496487,0.601726291,0,0.074485597,0,0.005357064,0.009206507,351.977,2101.54925,5.9707005,2004
DBLESTAR-1,TARGET,2519.10253,336.596,0.519958058,0.647037362,0.356208014,0.003976011,51.58709989,0.987649426,0,0.025630073,0,0.001978633,0.003976011,322.949,839.38525,2.599126333,2004
HULI,TARGET,3046.1597,326.915,0.318272013,0.630181488,0.836462432,0.006934623,68.86742599,0.916889528,0.019475212,0.073255525,0.000744971,0.003003839,0.006934623,466.178,2280.15994,4.891178777,2004
JUSHENG,TARGET,5456.1819,326.516,0.497188336,0.595912384,0.208177249,0.034776289,54.21492422,1,0,0.133152174,0,0.00960443,0.034776289,52.584,317.316,6.034459151,2004
UNIQUENE#2,TARGET,4324.37772,300.954,0.485572135,0.614376926,0.317587368,0.016395728,48.42655186,1,0,0.072913528,0.000301296,0.006848223,0.016395728,238.464,1144.20171,4.798215706,2004
GENTLE,TARGET,3287.30606,267.785,0.425028557,0.616650183,0.481958802,0.017655341,69.42576527,0.97986499,0.036714515,0.095499297,0,0.006045895,0.017655341,319.147,1790.13189,5.609113951,2004
GEVOERFL2,TARGET,2164.82168,172.838,0.521473413,0.600744946,0.193964678,0.00467196,78,1,0,0,0,0.003303672,0.00467196,163.974,705.0882,4.3,2004
ATLAS,TARGET,1224.98378,168.455,0.566396969,0.606538557,0.098792875,0.003238076,58.10984077,0.883711247,0.030272109,0.049801675,0.038342882,0.002754445,0.003238076,237.123,565.70715,2.385711846,2004
PROTONIC,TARGET,2208.3456,151.973,0.337692013,0.606286726,0.594145079,0.088342409,59.51585691,0.784299367,0.192254184,0.111642743,0.000398724,0.0181348,0.088342409,175.924,1204.3902,6.846082399,2004
ZENGLEIN,TARGET,1395.14836,133.105,0.462111392,0.61157741,0.377880665,0.007026034,74.97164602,0.768213699,0,0.014669927,0,0.002667067,0.007026034,109.624,447.6598,4.083593009,2004
CHARMING,TARGET,1085.80997,126.996,0.563681903,0.628269399,0.1676445,0.006035292,76.54179055,1,0,0.065748278,0,0.001653595,0.006035292,160.002,375.7368,2.348325646,2004
YINGLONG,TARGET,743.76084,114.932,0.531132024,0.636170443,0.263177126,0.023364688,69.61597283,1,0,0.02480916,0.003435115,0.00207949,0.023364688,215.492,554.69318,2.574077831,2004
GEVOERFL,TARGET,1500.98312,108.682,0.463834783,0.596686497,0.317766438,0.011583002,108,0,0,0,0,0.005226256,0.011583002,55.011,288.80775,5.25,2004
GLORY,TARGET,3401.92799,107.505,0.491257612,0.594647634,0.237390669,0.017454111,90.18016644,0.90665742,0,0.120839363,0,0.009273987,0.017454111,49.968,657.312,13.15465898,2004
FANDREIS,TARGET,884.46785,105.024,0.341946414,0.607472569,0.658822036,0.018169931,57.96426947,0.753037374,0,0.000841043,0.000420521,0.004598949,0.018169931,80.598,326.8125,4.054846274,2004
SUNROLL,TARGET,482.72788,59.479,0.312111474,0.567430249,0.569969628,0.019863406,77.64852307,1,0,0.0875,0,0.005833992,0.019863406,44.829,185.14575,4.130044168,2004
YONGJIN,TARGET,369.46032,51.129,0.412233011,0.597562898,0.438491987,0.02210757,97.63718849,1,0,0.091514143,0,0.003188015,0.02210757,63.923,160.7083,2.514091954,2004
DONGFANG,TARGET,206.20515,40.222,0.369956424,0.597708421,0.558524508,0.007600053,68.31195566,1,0,0.0625,0,0.001367411,0.007600053,47.211,126.9954,2.689953613,2004
HZARCA,TARGET,906.4529,36.962,0.569712414,0.665957374,0.217993103,0.086102874,58.05115526,0.573791457,0,0.082397004,0,0.015421243,0.086102874,72.546,517.4612,7.132870179,2004
TAILI,TARGET,202.52691,12.045,0.263193025,0.528869541,0.54734277,0.020334582,64,1,0,0.083333333,0,0.006807804,0.020334582,3.6,63,17.5,2004
PRESTIGE,TARGET,12.83568,1.557,-2.362499688,0.580652086,2.749192096,4.397016753,,,0,0,0,0.017983301,4.397016753,,,,2004
ACEHIGH,TARGET,13.56689,1.407,0.154393527,0.551215919,0.860332766,0.02342615,,,0,0,0,0.00355366,0.02342615,,,,2004
